sep=\t
Sampling Freq: 100Hz, 0.01 seconds between each sample
AO	Average AO	PW	Average PW	Pd/Pa
104.900	74.800	103.400	68.600	0.916
102.100	74.900	101.600	68.600	0.916
98.900	74.900	99.400	68.600	0.916
95.800	74.900	96.900	68.600	0.916
93.700	74.900	93.500	68.600	0.916
91.400	74.900	89.700	68.600	0.916
89.400	74.900	86.400	68.600	0.916
87.900	74.900	83.700	68.600	0.915
86.800	74.900	81.900	68.600	0.915
85.700	74.900	80.600	68.600	0.915
84.700	74.900	79.600	68.600	0.915
83.600	74.900	78.700	68.600	0.915
82.600	74.900	77.300	68.600	0.915
81.500	74.900	75.900	68.600	0.915
80.400	74.900	74.100	68.600	0.915
79.300	75.000	72.500	68.600	0.915
78.100	75.000	70.600	68.600	0.915
76.900	75.000	68.900	68.600	0.915
75.900	75.000	67.300	68.600	0.915
74.800	75.000	65.900	68.600	0.914
73.800	75.000	64.500	68.600	0.914
72.800	75.000	63.100	68.600	0.914
71.900	75.000	62.400	68.600	0.914
71.000	75.000	61.600	68.600	0.914
70.100	75.000	60.700	68.600	0.914
69.200	75.000	60.000	68.600	0.914
68.500	75.000	59.300	68.600	0.914
67.700	75.000	58.500	68.600	0.914
67.000	75.000	57.800	68.600	0.914
66.300	75.000	57.200	68.600	0.914
65.700	75.100	56.800	68.600	0.914
65.000	75.100	56.300	68.600	0.914
64.400	75.100	55.700	68.600	0.914
63.800	75.100	55.200	68.600	0.914
63.300	75.100	54.700	68.600	0.914
62.700	75.100	54.400	68.600	0.914
62.100	75.100	54.000	68.600	0.913
61.800	75.100	53.600	68.600	0.913
61.300	75.100	53.200	68.600	0.913
60.700	75.100	52.600	68.600	0.913
60.200	75.100	52.100	68.600	0.913
59.800	75.100	51.700	68.600	0.913
59.300	75.100	51.600	68.600	0.913
58.800	75.100	51.300	68.600	0.913
58.400	75.100	50.800	68.600	0.913
58.000	75.100	50.600	68.600	0.913
57.600	75.200	50.300	68.600	0.913
57.100	75.200	50.000	68.600	0.913
56.900	75.200	49.700	68.600	0.913
56.700	75.200	49.400	68.600	0.913
56.600	75.200	49.300	68.600	0.913
56.400	75.200	49.000	68.600	0.913
56.100	75.200	48.900	68.600	0.913
56.100	75.200	48.900	68.600	0.913
56.100	75.200	48.900	68.600	0.913
55.800	75.200	48.900	68.600	0.913
55.300	75.200	49.000	68.600	0.913
55.100	75.200	48.800	68.600	0.913
54.700	75.200	48.700	68.600	0.913
54.100	75.200	48.500	68.600	0.913
53.600	75.200	48.400	68.600	0.913
53.300	75.200	48.500	68.600	0.913
52.800	75.200	47.900	68.600	0.913
52.200	75.200	47.600	68.600	0.913
51.700	75.200	47.400	68.700	0.913
51.400	75.200	47.100	68.700	0.913
51.100	75.200	47.000	68.700	0.913
50.700	75.200	47.100	68.700	0.913
51.000	75.200	46.900	68.700	0.913
51.400	75.200	47.000	68.700	0.913
52.200	75.200	47.700	68.700	0.913
